t,Pcharge,Pdischarge
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,1.2155317883491815e-9
10,0.0,7.288519055524355e-9
11,9.050499990175982,0.0
12,16.884499990176273,0.0
13,22.20299999017628,0.0
14,25.327499990176282,0.0
15,25.297999990176287,0.0
16,19.340999990176282,0.0
17,9.702499990176262,0.0
18,0.0,1.1661555714623064
19,0.0,2.8187821334605303
20,0.0,3.3607364964009125
21,0.0,3.330378870007929
22,0.0,3.1923126312280723
23,0.0,3.0627834430213317
24,0.0,2.947348909559124
25,0.0,2.913507279517044
26,0.0,2.9483312583990853
27,0.0,3.0159123402806483
28,0.0,3.1036902832445636
29,0.0,3.2659403372319873
30,0.0,3.4757719573024386
31,0.0,4.00250152635891
32,0.0,4.527808580210793
33,0.0,4.185307064975324
34,0.0,1.1426961355814294
35,9.05049999017626,0.0
36,16.884499990176273,0.0
37,22.20299999017628,0.0
38,25.327499990176282,0.0
39,25.297999990176287,0.0
40,19.340999990176282,0.0
41,9.702499990176262,0.0
42,0.0,1.426817227005082
43,0.0,6.252402926648106
44,0.0,7.876559059903687
45,0.0,6.981492030022654
46,0.0,6.012044717999283
47,0.0,5.2752206174218506
48,0.0,4.706663209265276
49,0.0,4.419932905449642
50,0.0,4.322528316333537
51,0.0,4.302725894885142
52,0.0,4.321136162957958
53,0.0,4.476933527463241
54,0.0,4.70088944600689
55,0.0,5.493122422085593
56,0.0,6.212841953762916
57,0.0,5.283370850899426
58,0.0,1.186303800561024
59,9.05049999017626,0.0
60,16.884499990176273,0.0
61,22.20299999017628,0.0
62,25.327499990176282,0.0
63,25.297999990176287,0.0
64,19.340999990176282,0.0
65,9.702499990176262,0.0
66,0.0,1.4524102760641375
67,0.0,6.819324337734594
68,0.0,8.579341562345759
69,0.0,7.469329292183352
70,0.0,6.343760339971527
71,0.0,5.5088022251094
72,0.0,4.875335806618321
73,0.0,4.5547222700566685
74,0.0,4.439714539911778
75,0.0,4.408289699661425
76,0.0,4.417514470304681
77,0.0,4.570680317969362
78,0.0,4.79382972998522
79,0.0,5.607453444503497
80,0.0,6.3410718207518855
81,0.0,5.35952317514484
82,0.0,1.188969236035314
83,9.05049999017626,0.0
84,16.884499990176273,0.0
85,22.20299999017628,0.0
86,25.327499990176282,0.0
87,25.297999990176287,0.0
88,19.340999990176282,0.0
89,9.702499990176262,0.0
90,0.0,1.4540481459735217
91,0.0,6.855506003233096
92,0.0,8.622092970395917
93,0.0,7.497386833080352
94,0.0,6.3620169716403066
95,0.0,5.521119764787554
96,0.0,4.884149422903463
97,0.0,4.561622901934465
98,0.0,4.445739819897305
99,0.0,4.4137031813287955
100,0.0,4.422660439308016
101,0.0,4.575837167029325
102,0.0,4.799184285850763
103,0.0,5.614612000075286
104,0.0,6.350079338249902
105,0.0,5.365498299889678
106,0.0,1.1892201536486506
107,9.05049999017626,0.0
108,16.884499990176273,0.0
109,22.20299999017628,0.0
110,25.327499990176282,0.0
111,25.297999990176287,0.0
112,19.340999990176282,0.0
113,9.702499990176262,0.0
114,0.0,1.4542654994196456
115,0.0,6.859230270254827
116,0.0,8.624589155470233
117,0.0,7.498211036384176
118,0.0,6.361952150011492
119,0.0,5.5208376483709305
120,0.0,4.883716910476796
121,0.0,4.5613362275263745
122,0.0,4.445439309118027
123,0.0,4.4134675410651125
124,0.0,4.422498661576159
125,0.0,4.5758928405161186
126,0.0,4.799616379510318
127,0.0,5.615774465306799
128,0.0,6.351962727092796
129,0.0,5.367455880735135
130,0.0,1.189330458125879
131,9.05049999017626,0.0
132,16.884499990176273,0.0
133,22.20299999017628,0.0
134,25.327499990176282,0.0
135,25.297999990176287,0.0
136,19.340999990176282,0.0
137,9.702499990176262,0.0
138,0.0,1.4544146552600306
139,0.0,6.861225791726481
140,0.0,8.624931150907786
141,0.0,7.497427130203761
142,0.0,6.36101104329289
143,0.0,5.519834341589287
144,0.0,4.882884662080826
145,0.0,4.560577592618969
146,0.0,4.444795009236793
147,0.0,4.412961576263791
148,0.0,4.4222015741115195
149,0.0,4.575723592007483
150,0.0,4.799728769682606
151,0.0,5.6162770755084095
152,0.0,6.353635156297566
153,0.0,5.369232195646802
154,0.0,1.189436147032114
155,9.05049999017626,0.0
156,16.884499990176273,0.0
157,22.20299999017628,0.0
158,25.327499990176282,0.0
159,25.297999990176287,0.0
160,19.340999990176282,0.0
161,9.702499990176262,0.0
162,0.0,1.454551808528734
163,0.0,6.862794176272885
164,0.0,8.625214183315265
165,0.0,7.49655454028188
166,0.0,6.359810952892808
167,0.0,5.518749453183463
168,0.0,4.881880462838988
169,0.0,4.559766193153408
170,0.0,4.444077567477452
171,0.0,4.412494119373288
172,0.0,4.421766631101542
173,0.0,4.575583460985281
174,0.0,4.7998853399180765
175,0.0,5.616947868813473
176,0.0,6.355429868842783
177,0.0,5.3710123488827035
178,0.0,1.1895426699334504
179,9.05049999017626,0.0
180,16.884499990176273,0.0
181,22.20299999017628,0.0
182,25.327499990176282,0.0
183,25.297999990176287,0.0
184,19.340999990176282,0.0
185,9.702499990176262,0.0
186,0.0,1.4546876121058607
187,0.0,6.86474732720176
188,0.0,8.625754341437995
189,0.0,7.495695766327833
190,0.0,6.358636123041334
191,0.0,5.517629707180438
192,0.0,4.881006150283378
193,0.0,4.559003704958339
194,0.0,4.443362407392483
195,0.0,4.411813736922076
196,0.0,4.421420854990817
197,0.0,4.575351227736023
198,0.0,4.799894671164687
199,0.0,5.617688835177038
200,0.0,6.356941951691939
201,0.0,5.372880527560765
202,0.0,1.1896453803070992
203,9.05049999017626,0.0
204,16.884499990176273,0.0
205,22.20299999017628,0.0
206,25.327499990176282,0.0
207,25.297999990176287,0.0
208,19.340999990176282,0.0
209,9.702499990176262,0.0
210,0.0,1.4548280781034222
211,0.0,6.866579588237902
212,0.0,8.626063394884568
213,0.0,7.494972903594768
214,0.0,6.357518477983714
215,0.0,5.51660021471233
216,0.0,4.880099045776177
217,0.0,4.558222974177331
218,0.0,4.442709544339727
219,0.0,4.411271897052862
220,0.0,4.420973421880464
221,0.0,4.575175646400859
222,0.0,4.800064486339554
223,0.0,5.618391612513844
224,0.0,6.358885084713452
225,0.0,5.374718372332993
226,0.0,1.1897566522485143
227,9.05049999017626,0.0
228,16.884499990176273,0.0
229,22.20299999017628,0.0
230,25.327499990176282,0.0
231,25.297999990176287,0.0
232,19.340999990176282,0.0
233,9.702499990176262,0.0
234,0.0,1.4549683416589232
235,0.0,6.8682371117985275
236,0.0,8.6265407051444
237,0.0,7.494053509690015
238,0.0,6.356358604436484
239,0.0,5.515456585192368
240,0.0,4.879080507042796
241,0.0,4.55740711690018
242,0.0,4.442073063300003
243,0.0,4.410728774028422
244,0.0,4.420595926183417
245,0.0,4.574973717936567
246,0.0,4.800079467719601
247,0.0,5.619094012556817
248,0.0,6.3603089901347385
249,0.0,5.376425251826404
250,0.0,1.1898586240104108
251,9.05049999017626,0.0
252,16.884499990176273,0.0
253,22.20299999017628,0.0
254,25.327499990176282,0.0
255,25.297999990176287,0.0
256,19.340999990176282,0.0
257,9.702499990176262,0.0
258,0.0,1.4551084309985305
259,0.0,6.870049842902881
260,0.0,8.62671584891293
261,0.0,7.4930889853032525
262,0.0,6.355358407779303
263,0.0,5.514405264310751
264,0.0,4.878282473917248
265,0.0,4.556607051723948
266,0.0,4.441260578366599
267,0.0,4.410269099530447
268,0.0,4.4202280170850115
269,0.0,4.574821496467672
270,0.0,4.8002080653142585
271,0.0,5.619679119679841
272,0.0,6.36219580928169
273,0.0,5.378255487432946
274,0.0,1.189964282617583
275,9.05049999017626,0.0
276,16.884499990176273,0.0
277,22.20299999017628,0.0
278,25.327499990176282,0.0
279,25.297999990176287,0.0
280,19.340999990176282,0.0
281,9.702499990176262,0.0
282,0.0,1.4552433709915242
283,0.0,6.8718106364218166
284,0.0,8.626976757807729
285,0.0,7.492247875551674
286,0.0,6.354172316023728
287,0.0,5.513291986949099
288,0.0,4.877197920777279
289,0.0,4.555833412910246
290,0.0,4.440641253788587
291,0.0,4.409556027840842
292,0.0,4.419847824110523
293,0.0,4.574620401172052
294,0.0,4.800304169148872
295,0.0,5.620464125548139
296,0.0,6.363822000937452
297,0.0,5.380099408207954
298,0.0,1.1900726646880173
299,9.05049999017626,0.0
300,16.884499990176273,0.0
301,22.20299999017628,0.0
302,25.327499990176282,0.0
303,25.297999990176287,0.0
304,19.340999990176282,0.0
305,9.702499990176262,0.0
306,0.0,1.4553767018918966
307,0.0,6.873454363987019
308,0.0,8.627487415894135
309,0.0,7.491476391621734
310,0.0,6.3529374571130575
311,0.0,5.5122449227634895
312,0.0,4.876357763586595
313,0.0,4.554982927955999
314,0.0,4.43994891608269
315,0.0,4.409088999699731
316,0.0,4.419427208155757
317,0.0,4.574482926114148
318,0.0,4.80046114713975
319,0.0,5.621224911444131
320,0.0,6.365499413265279
321,0.0,5.381940390247285
322,0.0,1.1901779985569376
323,9.05049999017626,0.0
324,16.884499990176273,0.0
325,22.20299999017628,0.0
326,25.327499990176282,0.0
327,25.297999990176287,0.0
328,19.340999990176282,0.0
329,9.702499990176262,0.0
330,0.0,1.4555300123100319
331,0.0,6.875168307249361
332,0.0,8.627821376047896
333,0.0,7.490650254609568
334,0.0,6.3517479308131275
335,0.0,5.5109934654687835
336,0.0,4.875413353749206
337,0.0,4.5541887024648915
338,0.0,4.439232626578957
339,0.0,4.408540731225915
340,0.0,4.419087436699565
341,0.0,4.5742680770868915
342,0.0,4.800588277306159
343,0.0,5.621971560586926
344,0.0,6.367213387702652
345,0.0,5.383826749616393
346,0.0,1.1902854906754328
347,9.05049999017626,0.0
348,16.884499990176273,0.0
349,22.20299999017628,0.0
350,25.327499990176282,0.0
351,25.297999990176287,0.0
352,19.340999990176282,0.0
353,9.702499990176262,0.0
354,0.0,1.4556707845341985
355,0.0,6.87695107519616
356,0.0,8.628099909132553
357,0.0,7.489595951880007
358,0.0,6.350564916869522
359,0.0,5.509967606154639
360,0.0,4.874494844033212
361,0.0,4.553363777331033
362,0.0,4.438670861570292
363,0.0,4.40795395028717
364,0.0,4.418672031709772
365,0.0,4.5740744350116485
366,0.0,4.800751130340056
367,0.0,5.622532770444036
368,0.0,6.3688782068634335
369,0.0,5.385724787172135
370,0.0,1.1903940786198393
371,9.05049999017626,0.0
372,16.884499990176273,0.0
373,22.20299999017628,0.0
374,25.327499990176282,0.0
375,25.297999990176287,0.0
376,19.340999990176282,0.0
377,9.702499990176262,0.0
378,0.0,1.4558096499864797
379,0.0,6.878791541771131
380,0.0,8.628578870428054
381,0.0,7.48878087268473
382,0.0,6.349555791920483
383,0.0,5.508847078635333
384,0.0,4.873612422695346
385,0.0,4.5526594266666836
386,0.0,4.4379177340268985
387,0.0,4.407442093875572
388,0.0,4.418250130877172
389,0.0,4.573859264417029
390,0.0,4.800765838315637
391,0.0,5.623209968315015
392,0.0,6.370572126467606
393,0.0,5.387481400451255
394,0.0,1.1905007794223228
395,9.05049999017626,0.0
396,16.884499990176273,0.0
397,22.20299999017628,0.0
398,25.327499990176282,0.0
399,25.297999990176287,0.0
400,19.340999990176282,0.0
401,9.702499990176262,0.0
402,0.0,1.4559531352038824
403,0.0,6.880627523133542
404,0.0,8.628804444962793
405,0.0,7.488015661230187
406,0.0,6.348332526117161
407,0.0,5.5077207362272835
408,0.0,4.872593872260704
409,0.0,4.551892726592587
410,0.0,4.437248897783107
411,0.0,4.406779353820122
412,0.0,4.417912521631924
413,0.0,4.573659823943951
414,0.0,4.80084672574426
415,0.0,5.623914608728694
416,0.0,6.372312568524301
417,0.0,5.38933198679186
418,0.0,1.190607543528121
419,9.05049999017626,0.0
420,16.884499990176273,0.0
421,22.20299999017628,0.0
422,25.327499990176282,0.0
423,25.297999990176287,0.0
424,19.340999990176282,0.0
425,9.702499990176262,0.0
426,0.0,1.4560908129574976
427,0.0,6.882366839483701
428,0.0,8.628778270797197
429,0.0,7.486996661683473
430,0.0,6.347091991577419
431,0.0,5.506554509360388
432,0.0,4.87167325828165
433,0.0,4.550999139864644
434,0.0,4.436586418746933
435,0.0,4.4063163456117564
436,0.0,4.417548681699639
437,0.0,4.57359615606294
438,0.0,4.80110091616169
439,0.0,5.6246689652409465
440,0.0,6.374198336399225
441,0.0,5.391218323667402
442,0.0,1.1907198044364062
443,9.05049999017626,0.0
444,16.884499990176273,0.0
445,22.20299999017628,0.0
446,25.327499990176282,0.0
447,25.297999990176287,0.0
448,19.340999990176282,0.0
449,9.702499990176262,0.0
450,0.0,1.456235849518383
451,0.0,6.884329691857897
452,0.0,8.629131492732006
453,0.0,7.486259808611475
454,0.0,6.345953481638579
455,0.0,5.505529632858003
456,0.0,4.870714157122063
457,0.0,4.550207034086174
458,0.0,4.435877893695991
459,0.0,4.4056771447766625
460,0.0,4.417076159771819
461,0.0,4.573346743228923
462,0.0,4.80112120560859
463,0.0,5.625323541225633
464,0.0,6.375792692149994
465,0.0,5.3930812889007305
466,0.0,1.1908207000292672
467,9.05049999017626,0.0
468,16.884499990176273,0.0
469,22.20299999017628,0.0
470,25.327499990176282,0.0
471,25.297999990176287,0.0
472,19.340999990176282,0.0
473,9.702499990176262,0.0
474,0.0,1.456375828731758
475,0.0,6.8861211914948415
476,0.0,8.629542912705983
477,0.0,7.48550850216984
478,0.0,6.34491042844514
479,0.0,5.504532476944899
480,0.0,4.869837156246912
481,0.0,4.5493938001327425
482,0.0,4.435079895436073
483,0.0,4.4050828781235944
484,0.0,4.416658825502969
485,0.0,4.573156338802163
486,0.0,4.801271253223791
487,0.0,5.625983456291707
488,0.0,6.377399944903299
489,0.0,5.394856828357564
490,0.0,1.1909312731962887
491,9.05049999017626,0.0
492,16.884499990176273,0.0
493,22.20299999017628,0.0
494,25.327499990176282,0.0
495,25.297999990176287,0.0
496,19.340999990176282,0.0
497,9.702499990176262,0.0
498,0.0,1.4565160722639856
499,0.0,6.88772570327221
500,0.0,8.62965267077653
501,0.0,7.484650217133272
502,0.0,6.343643124138685
503,0.0,5.503303659589182
504,0.0,4.868785623952797
505,0.0,4.548686241140188
506,0.0,4.434519613261304
507,0.0,4.404704219653211
508,0.0,4.416400407129716
509,0.0,4.573121227296723
510,0.0,4.8013695048240015
511,0.0,5.6266852808125805
512,0.0,6.3792363707012365
513,0.0,5.3967113694240645
514,0.0,1.1910398652930059
515,9.05049999017626,0.0
516,16.884499990176273,0.0
517,22.20299999017628,0.0
518,25.327499990176282,0.0
519,25.297999990176287,0.0
520,19.340999990176282,0.0
521,9.702499990176262,0.0
522,0.0,1.456655488387817
523,0.0,6.889601690238653
524,0.0,8.630139116326609
525,0.0,7.483799434099922
526,0.0,6.3425745548326855
527,0.0,5.502363182663209
528,0.0,4.867851372284279
529,0.0,4.54778511146967
530,0.0,4.433699496136168
531,0.0,4.404081867771104
532,0.0,4.41598578616075
533,0.0,4.572754182260892
534,0.0,4.801494320925213
535,0.0,5.627398630491914
536,0.0,6.38084502321755
537,0.0,5.398548450381013
538,0.0,1.191150747576296
539,9.05049999017626,0.0
540,16.884499990176273,0.0
541,22.20299999017628,0.0
542,25.327499990176282,0.0
543,25.297999990176287,0.0
544,19.340999990176282,0.0
545,9.702499990176262,0.0
546,0.0,1.4568049534358283
547,0.0,6.891402730454454
548,0.0,8.630281251713964
549,0.0,7.482544859677477
550,0.0,6.341365241881142
551,0.0,5.501090394338649
552,0.0,4.867061841944178
553,0.0,4.5470689734832135
554,0.0,4.433073233986733
555,0.0,4.403505563621508
556,0.0,4.415521780294989
557,0.0,4.5725880339944
558,0.0,4.801673919017075
559,0.0,5.6280720207293475
560,0.0,6.382765549656758
561,0.0,5.400487175030359
562,0.0,1.1912573250399008
563,9.05049999017626,0.0
564,16.884499990176273,0.0
565,22.20299999017628,0.0
566,25.327499990176282,0.0
567,25.297999990176287,0.0
568,19.340999990176282,0.0
569,9.702499990176262,0.0
570,0.0,1.4569447276697252
571,0.0,6.893160261742208
572,0.0,8.63045968803484
573,0.0,7.481716652066296
574,0.0,6.340181441304135
575,0.0,5.500108510351426
576,0.0,4.866025082910895
577,0.0,4.546202916023158
578,0.0,4.432414400327431
579,0.0,4.402946757174975
580,0.0,4.415154370238521
581,0.0,4.572466739255872
582,0.0,4.80184223121053
583,0.0,5.628869555900666
584,0.0,6.384310844639573
585,0.0,5.402327328025739
586,0.0,1.1913694909667443
587,9.05049999017626,0.0
588,16.884499990176273,0.0
589,22.20299999017628,0.0
590,25.327499990176282,0.0
591,25.297999990176287,0.0
592,19.340999990176282,0.0
593,9.702499990176262,0.0
594,0.0,1.457085468728894
595,0.0,6.894824545670922
596,0.0,8.631036307047484
597,0.0,7.481065709260235
598,0.0,6.339027963008211
599,0.0,5.498843442478656
600,0.0,4.865037778011915
601,0.0,4.54539390662933
602,0.0,4.43164616708087
603,0.0,4.402397591489849
604,0.0,4.414768787904615
605,0.0,4.5722789312057905
606,0.0,4.801906098052285
607,0.0,5.629498919090743
608,0.0,6.386097313550171
609,0.0,5.404185982162517
610,0.0,1.191475230329605
611,9.05049999017626,0.0
612,16.884499990176273,0.0
613,22.20299999017628,0.0
614,25.327499990176282,0.0
615,25.297999990176287,0.0
616,19.340999990176282,0.0
617,9.702499990176262,0.0
618,0.0,1.4572305214556969
619,0.0,6.896632923177768
620,0.0,8.631436757335196
621,0.0,7.480073956697997
622,0.0,6.337892252075396
623,0.0,5.497813280663314
624,0.0,4.864223572033855
625,0.0,4.544529391500882
626,0.0,4.431081587235874
627,0.0,4.401849654452781
628,0.0,4.414416183808037
629,0.0,4.572108648231864
630,0.0,4.802071754853569
631,0.0,5.630391700861558
632,0.0,6.388084688316619
633,0.0,5.406196199321064
634,0.0,1.1915895670289116
635,9.05049999017626,0.0
636,16.884499990176273,0.0
637,22.20299999017628,0.0
638,25.327499990176282,0.0
639,25.297999990176287,0.0
640,19.340999990176282,0.0
641,9.702499990176262,0.0
642,0.0,1.4573972488075422
643,0.0,6.899196613159501
644,0.0,8.632657526383245
645,0.0,7.480101991062506
646,0.0,6.337518871085381
647,0.0,5.497354265416929
648,0.0,4.863883736420686
649,0.0,4.544308614490418
650,0.0,4.430950338935371
651,0.0,4.401944013714033
652,0.0,4.414842416819046
653,0.0,4.572925893054366
654,0.0,4.803318184247127
655,0.0,5.632669560760322
656,0.0,6.392362905225411
657,0.0,5.40997343398018
658,0.0,1.1917922100052325
659,9.05049999017626,0.0
660,16.884499990176273,0.0
661,22.20299999017628,0.0
662,25.327499990176282,0.0
663,25.297999990176287,0.0
664,19.340999990176282,0.0
665,9.702499990176262,0.0
666,0.0,1.4578602582224371
667,0.0,6.912267742228869
668,0.0,8.651821493132765
669,0.0,7.49649232023593
670,0.0,6.351139362892385
671,0.0,5.509411715335091
672,0.0,4.874481661958546
673,0.0,4.554899642422152
674,0.0,4.442283835867957
675,0.0,4.414558633315495
676,0.0,4.429126786246192
677,0.0,4.590076001711052
678,0.0,4.82489570950295
679,0.0,5.666621889845951
680,0.0,6.441752116001228
681,0.0,5.448722731853589
682,0.0,1.193601035061069
683,9.05049999017626,0.0
684,16.884499990176273,0.0
685,22.20299999017628,0.0
686,25.327499990176282,0.0
687,25.297999990176287,0.0
688,19.340999990176282,0.0
689,9.702499990176262,0.0
690,0.0,1.4643744936383352
691,0.0,7.136746464799173
692,0.0,9.038887180320698
693,0.0,7.848023770390141
694,0.0,6.654926119705026
695,0.0,5.7760262032320515
696,0.0,5.11197404433453
697,0.0,4.7877658077968634
698,0.0,4.690824797301182
699,0.0,4.689504862964166
700,0.0,4.738686161891457
701,0.0,4.964374868351122
702,0.0,5.291646966789959
703,0.0,6.413234496139271
704,0.0,7.550369148001868
705,0.0,6.293671131173123
706,0.0,1.2316967564231445
707,9.05049999017626,0.0
708,16.884499990176273,0.0
709,22.20299999017628,0.0
710,25.327499990176282,0.0
711,25.297999990176287,0.0
712,19.340999990176282,0.0
713,9.702499990176262,0.0
714,0.0,1.604744329900115
715,0.0,13.380756169687121
716,0.0,22.229800221621193
717,0.0,21.771252913000662
718,0.0,20.551017301616213
719,0.0,19.396906341142166
720,0.0,18.223993658257122
